sample,r1,r2,ont
Pseudo,/mount/britton/Jose/Jobs/Jason/2025-07-29-novel-isolate-closed-genome-nextflow-run/data/Pseudo_S670_R1_001.fastq.gz,/mount/britton/Jose/Jobs/Jason/2025-07-29-novel-isolate-closed-genome-nextflow-run/data/Pseudo_S670_R2_001.fastq.gz,/mount/britton/Jose/Jobs/Jason/2025-07-29-novel-isolate-closed-genome-nextflow-run/data/Pseudo_nanopore.fastq.gz
